sales,order_date,product,customer,country,region,employee,category,weekday,month,quarter,semester
817.27,2002-03-10,USB Keyboard,Tech Pioneers,Egypt,África,Michael Davis,Computer Accessories,Sunday,March,Q1,1st sem.
352.29,2002-03-10,Drone with Camera,Global Corp,Mexico,América,Sarah Moore,Electronics,Sunday,March,Q1,1st sem.
681.32,2002-03-11,Noise Cancelling Headphones,Pinnacle Tech,Egypt,África,Laura Adams,Audio Equipment,Monday,March,Q1,1st sem.
848.97,2002-03-11,Noise Cancelling Headphones,Elite Tech,Canada,América,John Smith,Audio Equipment,Monday,March,Q1,1st sem.
776.28,2002-03-11,Smart Watch,Reboot IT,South Korea,Asia,Linda Miller,Wearables,Monday,March,Q1,1st sem.
274.89,2002-03-11,Smartphone Beta,Reboot IT,South Korea,Asia,Laura Adams,Mobile Devices,Monday,March,Q1,1st sem.
1.42,2002-03-11,Smartphone Beta,NextGen Innovators,USA,América,Sarah Moore,Mobile Devices,Monday,March,Q1,1st sem.
647.67,2002-03-11,Decorative Throw Pillow,Reboot IT,Spain,Europa,Robert Johnson,Home Decor,Monday,March,Q1,1st sem.
764.2,2002-03-11,Sculpture,Future Gadgets,Italy,Europa,Linda Miller,Art,Monday,March,Q1,1st sem.
905.1,2002-03-11,Biography Book,Nebula Innovations,Egypt,África,Joseph Taylor,Books,Monday,March,Q1,1st sem.
22.01,2002-03-11,Wireless Mouse,NextGen Innovators,India,Asia,Laura Adams,Computer Accessories,Monday,March,Q1,1st sem.
178.73,2002-03-11,Ergonomic Desk,Tech Pioneers,South Korea,Asia,Michael Davis,Office Furniture,Monday,March,Q1,1st sem.
706.73,2002-03-11,Science Fiction Novel,Tech Trends,Japan,Asia,William Wilson,Books,Monday,March,Q1,1st sem.
510.73,2002-03-11,Hiking Boots,SysTech Ltd.,Canada,América,Robert Johnson,Outdoor Gear,Monday,March,Q1,1st sem.
417.33,2002-03-11,Desktop Alpha,Tech Pioneers,Nigeria,África,Patricia Brown,Computers,Monday,March,Q1,1st sem.
340.74,2002-03-11,Landscape Painting,Elite Tech,Mexico,América,Patricia Brown,Art,Monday,March,Q1,1st sem.
502.28,2002-03-11,Gaming Console,Ultra Tech,France,Europa,Michael Davis,Video Games,Monday,March,Q1,1st sem.
926.28,2002-03-12,Tablet Alpha,Infinity Solutions,Canada,América,Sandra Anderson,Mobile Devices,Tuesday,March,Q1,1st sem.
311.54,2002-03-12,Desktop Alpha,Global Corp,Italy,Europa,Sandra Anderson,Computers,Tuesday,March,Q1,1st sem.
476.01,2002-03-12,External Hard Drive,Pinnacle Tech,USA,América,Robert Johnson,Storage Devices,Tuesday,March,Q1,1st sem.
162.73,2002-03-12,Sculpture,SysTech Ltd.,Mexico,América,John Smith,Art,Tuesday,March,Q1,1st sem.
206.72,2002-03-12,Tablet Beta,Pioneer Tech,South Africa,África,Patricia Brown,Mobile Devices,Tuesday,March,Q1,1st sem.
280.42,2002-03-12,Acoustic Piano,Tech Pioneers,Egypt,África,Joseph Taylor,Musical Instruments,Tuesday,March,Q1,1st sem.
73.76,2002-03-12,Video Game Controller,Tech Trends,Nigeria,África,Sarah Moore,Video Games,Tuesday,March,Q1,1st sem.
95.87,2002-03-13,Notebook Basic,Ultra Tech,France,Europa,Joseph Taylor,Computers,Wednesday,March,Q1,1st sem.
258.35,2002-03-13,Gaming Console,NextGen Innovators,Italy,Europa,Linda Miller,Video Games,Wednesday,March,Q1,1st sem.
389.81,2002-03-13,Smartphone Beta,Nebula Innovations,India,Asia,Sarah Moore,Mobile Devices,Wednesday,March,Q1,1st sem.
665.95,2002-03-13,Science Fiction Novel,Infinity Solutions,India,Asia,William Wilson,Books,Wednesday,March,Q1,1st sem.
48.36,2002-03-13,Electric Guitar,Reboot IT,India,Asia,Sandra Anderson,Musical Instruments,Wednesday,March,Q1,1st sem.
65.47,2002-03-13,Notebook Basic,Gadget Galaxy,Mexico,América,Robert Johnson,Computers,Wednesday,March,Q1,1st sem.
29.33,2002-03-13,Leather Office Chair,Global Corp,France,Europa,John Smith,Office Furniture,Wednesday,March,Q1,1st sem.
572.87,2002-03-14,Smartphone Alpha,Future Gadgets,France,Europa,Robert Johnson,Mobile Devices,Thursday,March,Q1,1st sem.
312.89,2002-03-14,Solid State Drive,SysTech Ltd.,Brazil,América,Linda Miller,Storage Devices,Thursday,March,Q1,1st sem.
22.35,2002-03-14,Notebook Basic,Innovate Unlimited,China,Asia,Michael Davis,Computers,Thursday,March,Q1,1st sem.
390.52,2002-03-14,Desktop Alpha,Pioneer Tech,Nigeria,África,Michael Davis,Computers,Thursday,March,Q1,1st sem.
743.36,2002-03-14,Streaming Media Player,Global Corp,South Korea,Asia,Linda Miller,Home Electronics,Thursday,March,Q1,1st sem.
338.42,2002-03-14,Drone with Camera,Elite Tech,Kenya,África,Linda Miller,Electronics,Thursday,March,Q1,1st sem.
262.14,2002-03-14,Acoustic Piano,Tech Trends,Kenya,África,Laura Adams,Musical Instruments,Thursday,March,Q1,1st sem.
260.81,2002-03-14,Gaming Console,Global Corp,USA,América,Robert Johnson,Video Games,Thursday,March,Q1,1st sem.
74.13,2002-03-15,Air Purifier,Global Corp,France,Europa,Joseph Taylor,Home Appliances,Friday,March,Q1,1st sem.
905.47,2002-03-15,Air Purifier,Pinnacle Tech,Kenya,África,Sarah Moore,Home Appliances,Friday,March,Q1,1st sem.
205.28,2002-03-15,Monitor 4K,Pinnacle Tech,Brazil,América,Sarah Moore,Monitors,Friday,March,Q1,1st sem.
862.75,2002-03-15,Virtual Reality Headset,NextGen Innovators,Spain,Europa,Linda Miller,Electronics,Friday,March,Q1,1st sem.
882.8,2002-03-15,Tablet Alpha,Elite Tech,Kenya,África,Laura Adams,Mobile Devices,Friday,March,Q1,1st sem.
17.65,2002-03-15,Science Fiction Novel,Elite Tech,Japan,Asia,Linda Miller,Books,Friday,March,Q1,1st sem.
841.72,2002-03-15,Pet Bed,Nebula Innovations,Mexico,América,John Smith,Pet Supplies,Friday,March,Q1,1st sem.
399.99,2002-03-15,Smartphone Beta,NextGen Innovators,Mexico,América,Joseph Taylor,Mobile Devices,Friday,March,Q1,1st sem.
701.95,2002-03-15,Pet Bed,Pioneer Tech,Brazil,América,Sandra Anderson,Pet Supplies,Friday,March,Q1,1st sem.
90.75,2002-03-15,Desktop Alpha,Future Gadgets,Nigeria,África,Sandra Anderson,Computers,Friday,March,Q1,1st sem.
255.13,2002-03-15,Tablet Alpha,Pinnacle Tech,Italy,Europa,John Smith,Mobile Devices,Friday,March,Q1,1st sem.
28.62,2002-03-15,External Hard Drive,Ultra Tech,France,Europa,Sandra Anderson,Storage Devices,Friday,March,Q1,1st sem.
987.63,2002-03-15,Biography Book,Innovate Unlimited,Spain,Europa,Michael Davis,Books,Friday,March,Q1,1st sem.
68.42,2002-03-15,Wireless Mouse,Gadget Galaxy,Nigeria,África,Michael Davis,Computer Accessories,Friday,March,Q1,1st sem.
321.36,2002-03-15,Biography Book,Gadget Galaxy,Nigeria,África,Michael Davis,Books,Friday,March,Q1,1st sem.
30.8,2002-03-16,LED Desk Lamp,Nebula Innovations,Egypt,África,Michael Davis,Lighting,Saturday,March,Q1,1st sem.
70.44,2002-03-16,Cat Litter Box,Tech Trends,South Africa,África,Michael Davis,Pet Supplies,Saturday,March,Q1,1st sem.
337.63,2002-03-16,Streaming Media Player,Pioneer Tech,South Korea,Asia,Sarah Moore,Home Electronics,Saturday,March,Q1,1st sem.
909.27,2002-03-16,4K Television,Pioneer Tech,South Africa,África,Sandra Anderson,Home Electronics,Saturday,March,Q1,1st sem.
442.07,2002-03-16,Women's Sandals,Reboot IT,Kenya,África,Sandra Anderson,Footwear,Saturday,March,Q1,1st sem.
478.72,2002-03-17,Robot Vacuum,Ultra Tech,Brazil,América,Patricia Brown,Home Appliances,Sunday,March,Q1,1st sem.
866.58,2002-03-17,Desktop Alpha,Global Corp,Spain,Europa,John Smith,Computers,Sunday,March,Q1,1st sem.
21.02,2002-03-18,Espresso Machine,Future Gadgets,France,Europa,Sarah Moore,Kitchen Appliances,Monday,March,Q1,1st sem.
674.45,2002-03-18,Air Purifier,Elite Tech,Egypt,África,Linda Miller,Home Appliances,Monday,March,Q1,1st sem.
402,2002-03-19,Gaming Console,Pioneer Tech,India,Asia,Sandra Anderson,Video Games,Tuesday,March,Q1,1st sem.
730.79,2002-03-19,Yoga Mat,SysTech Ltd.,South Africa,África,John Smith,Fitness Equipment,Tuesday,March,Q1,1st sem.
998.22,2002-03-19,Smart Watch,Tech Pioneers,France,Europa,Joseph Taylor,Wearables,Tuesday,March,Q1,1st sem.
759.34,2002-03-19,Smart Watch,Global Corp,South Africa,África,Michael Davis,Wearables,Tuesday,March,Q1,1st sem.
364.86,2002-03-19,Decorative Throw Pillow,Elite Tech,Mexico,América,John Smith,Home Decor,Tuesday,March,Q1,1st sem.
791.96,2002-03-20,Microwave Oven,Gadget Galaxy,Germany,Europa,Sandra Anderson,Kitchen Appliances,Wednesday,March,Q1,1st sem.
486.06,2002-03-20,Women's Sandals,Global Corp,France,Europa,Joseph Taylor,Footwear,Wednesday,March,Q1,1st sem.
691.24,2002-03-20,Acoustic Piano,Infinity Solutions,Nigeria,África,Robert Johnson,Musical Instruments,Wednesday,March,Q1,1st sem.
505.27,2002-03-20,Tablet Alpha,Pioneer Tech,Germany,Europa,Sarah Moore,Mobile Devices,Wednesday,March,Q1,1st sem.
509.33,2002-03-20,Ergonomic Desk,Reboot IT,Nigeria,África,Patricia Brown,Office Furniture,Wednesday,March,Q1,1st sem.
907.34,2002-03-20,Drone with Camera,Reboot IT,Canada,América,Michael Davis,Electronics,Wednesday,March,Q1,1st sem.
959.62,2002-03-20,Notebook Professional,Future Gadgets,Canada,América,Patricia Brown,Computers,Wednesday,March,Q1,1st sem.
297.38,2002-03-20,Air Purifier,Pioneer Tech,South Africa,África,William Wilson,Home Appliances,Wednesday,March,Q1,1st sem.
526.11,2002-03-20,Drone with Camera,Global Corp,Japan,Asia,Joseph Taylor,Electronics,Wednesday,March,Q1,1st sem.
975.47,2002-03-21,Noise Cancelling Headphones,NextGen Innovators,Germany,Europa,William Wilson,Audio Equipment,Thursday,March,Q1,1st sem.
167.42,2002-03-21,Smartphone Alpha,Pinnacle Tech,Nigeria,África,Linda Miller,Mobile Devices,Thursday,March,Q1,1st sem.
524.51,2002-03-21,Monitor HD,Pioneer Tech,Nigeria,África,Robert Johnson,Monitors,Thursday,March,Q1,1st sem.
981.25,2002-03-21,Drone with Camera,Global Corp,Canada,América,Robert Johnson,Electronics,Thursday,March,Q1,1st sem.
837.37,2002-03-21,USB Keyboard,Global Corp,China,Asia,Sandra Anderson,Computer Accessories,Thursday,March,Q1,1st sem.
163.14,2002-03-21,Monitor HD,SysTech Ltd.,Nigeria,África,Patricia Brown,Monitors,Thursday,March,Q1,1st sem.
694.77,2002-03-21,LED Desk Lamp,Gadget Galaxy,Italy,Europa,Joseph Taylor,Lighting,Thursday,March,Q1,1st sem.
172.61,2002-03-21,Acoustic Piano,Gadget Galaxy,Canada,América,Patricia Brown,Musical Instruments,Thursday,March,Q1,1st sem.
349.91,2002-03-21,Noise Cancelling Headphones,Gadget Galaxy,South Korea,Asia,Robert Johnson,Audio Equipment,Thursday,March,Q1,1st sem.
706.59,2002-03-21,Virtual Reality Headset,Tech Trends,Canada,América,Sandra Anderson,Electronics,Thursday,March,Q1,1st sem.
930.39,2002-03-21,Hiking Boots,Elite Tech,Germany,Europa,Linda Miller,Outdoor Gear,Thursday,March,Q1,1st sem.
630.48,2002-03-21,Leather Office Chair,Tech Trends,India,Asia,Linda Miller,Office Furniture,Thursday,March,Q1,1st sem.
137.27,2002-03-22,4K Television,SysTech Ltd.,Spain,Europa,Patricia Brown,Home Electronics,Friday,March,Q1,1st sem.
448.25,2002-03-23,Monitor HD,Future Gadgets,Mexico,América,Joseph Taylor,Monitors,Saturday,March,Q1,1st sem.
233.45,2002-03-24,Smartphone Beta,SysTech Ltd.,South Africa,África,Patricia Brown,Mobile Devices,Sunday,March,Q1,1st sem.
152.99,2002-03-24,Biography Book,Elite Tech,Canada,América,Sandra Anderson,Books,Sunday,March,Q1,1st sem.
510.01,2002-03-24,Hiking Boots,Elite Tech,Japan,Asia,Sandra Anderson,Outdoor Gear,Sunday,March,Q1,1st sem.
160.66,2002-03-24,Smartphone Alpha,Future Gadgets,France,Europa,Linda Miller,Mobile Devices,Sunday,March,Q1,1st sem.
767.72,2002-03-24,Gaming Console,Innovate Unlimited,Germany,Europa,Michael Davis,Video Games,Sunday,March,Q1,1st sem.
719.2,2002-03-24,Smartphone Alpha,Gadget Galaxy,USA,América,Robert Johnson,Mobile Devices,Sunday,March,Q1,1st sem.
575.31,2002-03-24,Tablet Alpha,Global Corp,Japan,Asia,William Wilson,Mobile Devices,Sunday,March,Q1,1st sem.
646.1,2002-03-24,Tablet Beta,Pinnacle Tech,South Korea,Asia,William Wilson,Mobile Devices,Sunday,March,Q1,1st sem.
844.47,2002-03-24,Fitness Tracker,Gadget Galaxy,Nigeria,África,John Smith,Wearables,Sunday,March,Q1,1st sem.
278.54,2002-03-24,LED Desk Lamp,Elite Tech,Italy,Europa,Sandra Anderson,Lighting,Sunday,March,Q1,1st sem.
48.16,2002-03-24,Wireless Mouse,Elite Tech,Canada,América,William Wilson,Computer Accessories,Sunday,March,Q1,1st sem.
402.37,2002-03-25,Fitness Tracker,Pioneer Tech,Japan,Asia,Linda Miller,Wearables,Monday,March,Q1,1st sem.
503.78,2002-03-25,Tablet Alpha,Gadget Galaxy,South Africa,África,Robert Johnson,Mobile Devices,Monday,March,Q1,1st sem.
976.88,2002-03-25,External Hard Drive,Tech Pioneers,South Korea,Asia,Sarah Moore,Storage Devices,Monday,March,Q1,1st sem.
49.58,2002-03-25,4K Television,Nebula Innovations,South Africa,África,Linda Miller,Home Electronics,Monday,March,Q1,1st sem.
62.72,2002-03-25,USB Keyboard,Innovate Unlimited,Kenya,África,Sandra Anderson,Computer Accessories,Monday,March,Q1,1st sem.
755.13,2002-03-26,Noise Cancelling Headphones,Global Corp,USA,América,Linda Miller,Audio Equipment,Tuesday,March,Q1,1st sem.
247.29,2002-03-26,Streaming Media Player,Nebula Innovations,Nigeria,África,John Smith,Home Electronics,Tuesday,March,Q1,1st sem.
960.96,2002-03-27,Sunglasses,Innovate Unlimited,Italy,Europa,Sandra Anderson,Fashion Accessories,Wednesday,March,Q1,1st sem.
525.69,2002-03-28,Dumbbell Set,Tech Pioneers,India,Asia,Sarah Moore,Fitness Equipment,Thursday,March,Q1,1st sem.
273.41,2002-03-29,Dumbbell Set,Global Corp,South Africa,África,Michael Davis,Fitness Equipment,Friday,March,Q1,1st sem.
418.38,2002-03-29,Solid State Drive,Pinnacle Tech,USA,América,Laura Adams,Storage Devices,Friday,March,Q1,1st sem.
846.93,2002-03-29,Virtual Reality Headset,Elite Tech,India,Asia,Linda Miller,Electronics,Friday,March,Q1,1st sem.
591.63,2002-03-29,Hiking Boots,NextGen Innovators,France,Europa,Patricia Brown,Outdoor Gear,Friday,March,Q1,1st sem.
522.66,2002-03-29,Men's Sneakers,Ultra Tech,Mexico,América,William Wilson,Footwear,Friday,March,Q1,1st sem.
858.85,2002-03-29,Camping Tent,Gadget Galaxy,Brazil,América,Joseph Taylor,Outdoor Gear,Friday,March,Q1,1st sem.
416.49,2002-03-29,Noise Cancelling Headphones,Pioneer Tech,India,Asia,William Wilson,Audio Equipment,Friday,March,Q1,1st sem.
940.86,2002-03-29,Desktop Alpha,Pioneer Tech,Mexico,América,Robert Johnson,Computers,Friday,March,Q1,1st sem.
499.23,2002-03-30,Children's Backpack,Gadget Galaxy,Brazil,América,Michael Davis,School Supplies,Saturday,March,Q1,1st sem.
231.96,2002-03-30,Decorative Throw Pillow,Pinnacle Tech,France,Europa,Michael Davis,Home Decor,Saturday,March,Q1,1st sem.
237.72,2002-03-30,Wristwatch,Nebula Innovations,Brazil,América,Robert Johnson,Fashion Accessories,Saturday,March,Q1,1st sem.
155.4,2002-03-30,Air Purifier,Gadget Galaxy,Japan,Asia,William Wilson,Home Appliances,Saturday,March,Q1,1st sem.
872.21,2002-03-30,Monitor 4K,SysTech Ltd.,France,Europa,William Wilson,Monitors,Saturday,March,Q1,1st sem.
689.23,2002-03-30,Monitor HD,Infinity Solutions,France,Europa,Sandra Anderson,Monitors,Saturday,March,Q1,1st sem.
49.69,2002-03-30,Men's Sneakers,Elite Tech,Brazil,América,John Smith,Footwear,Saturday,March,Q1,1st sem.
805.91,2002-03-30,Gaming Console,Nebula Innovations,Kenya,África,Patricia Brown,Video Games,Saturday,March,Q1,1st sem.
520.58,2002-03-30,Monitor 4K,Nebula Innovations,Mexico,América,Linda Miller,Monitors,Saturday,March,Q1,1st sem.
66.83,2002-03-31,USB Keyboard,Reboot IT,Mexico,América,Laura Adams,Computer Accessories,Sunday,March,Q1,1st sem.
946.53,2002-03-31,4K Television,NextGen Innovators,Kenya,África,Sarah Moore,Home Electronics,Sunday,March,Q1,1st sem.
51.41,2002-03-31,Robot Vacuum,Infinity Solutions,Italy,Europa,Michael Davis,Home Appliances,Sunday,March,Q1,1st sem.
197.34,2002-03-31,Hiking Boots,Ultra Tech,USA,América,Robert Johnson,Outdoor Gear,Sunday,March,Q1,1st sem.
319.49,2002-03-31,Yoga Mat,Global Corp,South Africa,África,Michael Davis,Fitness Equipment,Sunday,March,Q1,1st sem.
313.55,2002-03-31,Microwave Oven,Elite Tech,South Africa,África,Linda Miller,Kitchen Appliances,Sunday,March,Q1,1st sem.
518.1,2002-04-01,Noise Cancelling Headphones,SysTech Ltd.,Germany,Europa,Joseph Taylor,Audio Equipment,Monday,April,Q2,1st sem.
865.19,2002-04-01,External Hard Drive,NextGen Innovators,Germany,Europa,Linda Miller,Storage Devices,Monday,April,Q2,1st sem.
836.94,2002-04-01,Tablet Alpha,Future Gadgets,China,Asia,Patricia Brown,Mobile Devices,Monday,April,Q2,1st sem.
996.11,2002-04-01,USB Keyboard,Ultra Tech,Brazil,América,Robert Johnson,Computer Accessories,Monday,April,Q2,1st sem.
809.35,2002-04-01,Yoga Mat,NextGen Innovators,China,Asia,Patricia Brown,Fitness Equipment,Monday,April,Q2,1st sem.
499.61,2002-04-01,4K Television,Elite Tech,Italy,Europa,Patricia Brown,Home Electronics,Monday,April,Q2,1st sem.
397.54,2002-04-01,Cat Litter Box,Innovate Unlimited,Japan,Asia,John Smith,Pet Supplies,Monday,April,Q2,1st sem.
267.55,2002-04-01,Gaming Console,Tech Trends,China,Asia,William Wilson,Video Games,Monday,April,Q2,1st sem.
174.7,2002-04-01,Men's Sneakers,Future Gadgets,Mexico,América,Sarah Moore,Footwear,Monday,April,Q2,1st sem.
581.23,2002-04-01,Wristwatch,Nebula Innovations,Italy,Europa,Sarah Moore,Fashion Accessories,Monday,April,Q2,1st sem.
785.53,2002-04-01,Children's Backpack,Tech Trends,Egypt,África,William Wilson,School Supplies,Monday,April,Q2,1st sem.
923.73,2002-04-01,Air Purifier,Gadget Galaxy,Japan,Asia,William Wilson,Home Appliances,Monday,April,Q2,1st sem.
45.6,2002-04-01,Solid State Drive,Future Gadgets,Brazil,América,William Wilson,Storage Devices,Monday,April,Q2,1st sem.
483.83,2002-04-01,Camping Tent,Gadget Galaxy,Egypt,África,Sarah Moore,Outdoor Gear,Monday,April,Q2,1st sem.
127.91,2002-04-01,Drone with Camera,SysTech Ltd.,Canada,América,Linda Miller,Electronics,Monday,April,Q2,1st sem.
773.51,2002-04-02,Tablet Alpha,Tech Trends,Brazil,América,Robert Johnson,Mobile Devices,Tuesday,April,Q2,1st sem.
636.58,2002-04-02,Drone with Camera,Ultra Tech,Egypt,África,Joseph Taylor,Electronics,Tuesday,April,Q2,1st sem.
400.75,2002-04-02,Electric Guitar,Pioneer Tech,Egypt,África,Joseph Taylor,Musical Instruments,Tuesday,April,Q2,1st sem.
68.97,2002-04-02,Women's Sandals,Global Corp,China,Asia,Robert Johnson,Footwear,Tuesday,April,Q2,1st sem.
841.33,2002-04-03,Air Purifier,Pioneer Tech,Japan,Asia,Laura Adams,Home Appliances,Wednesday,April,Q2,1st sem.
490.16,2002-04-03,Espresso Machine,Tech Trends,Spain,Europa,Sarah Moore,Kitchen Appliances,Wednesday,April,Q2,1st sem.
178.04,2002-04-03,Sculpture,Innovate Unlimited,Brazil,América,Michael Davis,Art,Wednesday,April,Q2,1st sem.
433.03,2002-04-03,Smart Watch,SysTech Ltd.,China,Asia,Sarah Moore,Wearables,Wednesday,April,Q2,1st sem.
51.02,2002-04-04,Camping Tent,Pinnacle Tech,South Korea,Asia,Patricia Brown,Outdoor Gear,Thursday,April,Q2,1st sem.
445.47,2002-04-05,Pet Bed,Reboot IT,Japan,Asia,Laura Adams,Pet Supplies,Friday,April,Q2,1st sem.
40.73,2002-04-05,Smart Watch,Innovate Unlimited,Nigeria,África,Patricia Brown,Wearables,Friday,April,Q2,1st sem.
429.48,2002-04-05,Acoustic Piano,Innovate Unlimited,Canada,América,Patricia Brown,Musical Instruments,Friday,April,Q2,1st sem.
488.81,2002-04-05,Virtual Reality Headset,Future Gadgets,Brazil,América,John Smith,Electronics,Friday,April,Q2,1st sem.
602.21,2002-04-05,Children's Backpack,Pioneer Tech,France,Europa,Michael Davis,School Supplies,Friday,April,Q2,1st sem.
265.82,2002-04-05,Leather Office Chair,Nebula Innovations,Kenya,África,Patricia Brown,Office Furniture,Friday,April,Q2,1st sem.
422.09,2002-04-05,Electric Guitar,Ultra Tech,Brazil,América,Sandra Anderson,Musical Instruments,Friday,April,Q2,1st sem.
789.76,2002-04-05,Microwave Oven,Tech Pioneers,China,Asia,Laura Adams,Kitchen Appliances,Friday,April,Q2,1st sem.
691.52,2002-04-05,Drone with Camera,Future Gadgets,Germany,Europa,William Wilson,Electronics,Friday,April,Q2,1st sem.
482.51,2002-04-05,Notebook Professional,Gadget Galaxy,China,Asia,Patricia Brown,Computers,Friday,April,Q2,1st sem.
441.29,2002-04-05,Dumbbell Set,Tech Pioneers,Nigeria,África,Linda Miller,Fitness Equipment,Friday,April,Q2,1st sem.
933.8,2002-04-05,Solid State Drive,Pinnacle Tech,Japan,Asia,John Smith,Storage Devices,Friday,April,Q2,1st sem.
775.11,2002-04-05,Bluetooth Speaker,Pinnacle Tech,Canada,América,Laura Adams,Audio Equipment,Friday,April,Q2,1st sem.
923.18,2002-04-06,LED Desk Lamp,Elite Tech,South Africa,África,Linda Miller,Lighting,Saturday,April,Q2,1st sem.
371.77,2002-04-06,Biography Book,Pioneer Tech,Brazil,América,Patricia Brown,Books,Saturday,April,Q2,1st sem.
346.49,2002-04-06,Video Game Controller,Tech Pioneers,Germany,Europa,Joseph Taylor,Video Games,Saturday,April,Q2,1st sem.
275.64,2002-04-06,Desktop Beta,SysTech Ltd.,Canada,América,John Smith,Computers,Saturday,April,Q2,1st sem.
344.85,2002-04-06,External Hard Drive,Nebula Innovations,Italy,Europa,Sarah Moore,Storage Devices,Saturday,April,Q2,1st sem.
240.36,2002-04-06,Notebook Professional,Tech Trends,Mexico,América,Michael Davis,Computers,Saturday,April,Q2,1st sem.
102.48,2002-04-06,Wall Art,Innovate Unlimited,Kenya,África,Sarah Moore,Home Decor,Saturday,April,Q2,1st sem.
213.78,2002-04-06,Microwave Oven,Innovate Unlimited,Italy,Europa,John Smith,Kitchen Appliances,Saturday,April,Q2,1st sem.
104.5,2002-04-07,Landscape Painting,SysTech Ltd.,Kenya,África,Linda Miller,Art,Sunday,April,Q2,1st sem.
519.52,2002-04-07,Air Purifier,Innovate Unlimited,China,Asia,Robert Johnson,Home Appliances,Sunday,April,Q2,1st sem.
684.12,2002-04-07,Virtual Reality Headset,Tech Trends,Kenya,África,Linda Miller,Electronics,Sunday,April,Q2,1st sem.
916.49,2002-04-07,Desktop Beta,Nebula Innovations,Italy,Europa,Sarah Moore,Computers,Sunday,April,Q2,1st sem.
512.98,2002-04-07,Notebook Professional,Innovate Unlimited,Nigeria,África,Patricia Brown,Computers,Sunday,April,Q2,1st sem.
74.44,2002-04-07,Decorative Throw Pillow,NextGen Innovators,India,Asia,Joseph Taylor,Home Decor,Sunday,April,Q2,1st sem.
133.33,2002-04-08,Video Game Controller,Gadget Galaxy,Italy,Europa,Laura Adams,Video Games,Monday,April,Q2,1st sem.
902.32,2002-04-08,Science Fiction Novel,Innovate Unlimited,India,Asia,Patricia Brown,Books,Monday,April,Q2,1st sem.
238.37,2002-04-08,Sculpture,NextGen Innovators,Egypt,África,Linda Miller,Art,Monday,April,Q2,1st sem.
771.95,2002-04-08,Monitor 4K,Gadget Galaxy,South Africa,África,Michael Davis,Monitors,Monday,April,Q2,1st sem.
145.08,2002-04-08,Camping Tent,Ultra Tech,India,Asia,Joseph Taylor,Outdoor Gear,Monday,April,Q2,1st sem.
785.7,2002-04-08,Dumbbell Set,Infinity Solutions,India,Asia,Patricia Brown,Fitness Equipment,Monday,April,Q2,1st sem.
600.75,2002-04-08,Notebook Professional,Tech Pioneers,Nigeria,África,Sarah Moore,Computers,Monday,April,Q2,1st sem.
739.71,2002-04-08,Wristwatch,Global Corp,South Korea,Asia,William Wilson,Fashion Accessories,Monday,April,Q2,1st sem.
791.43,2002-04-08,Air Purifier,Global Corp,France,Europa,John Smith,Home Appliances,Monday,April,Q2,1st sem.
501.51,2002-04-09,Tablet Alpha,Pinnacle Tech,Nigeria,África,Laura Adams,Mobile Devices,Tuesday,April,Q2,1st sem.
732.11,2002-04-09,Children's Backpack,Innovate Unlimited,Brazil,América,William Wilson,School Supplies,Tuesday,April,Q2,1st sem.
53.38,2002-04-09,Decorative Throw Pillow,Innovate Unlimited,India,Asia,Sandra Anderson,Home Decor,Tuesday,April,Q2,1st sem.
257.42,2002-04-09,Desktop Beta,Pinnacle Tech,Italy,Europa,Joseph Taylor,Computers,Tuesday,April,Q2,1st sem.
257.26,2002-04-09,Electric Guitar,Elite Tech,South Africa,África,Linda Miller,Musical Instruments,Tuesday,April,Q2,1st sem.
551.9,2002-04-10,Yoga Mat,Future Gadgets,Brazil,América,John Smith,Fitness Equipment,Wednesday,April,Q2,1st sem.
109.8,2002-04-10,Virtual Reality Headset,Global Corp,India,Asia,Sandra Anderson,Electronics,Wednesday,April,Q2,1st sem.
264.65,2002-04-10,Solid State Drive,Future Gadgets,South Korea,Asia,Sandra Anderson,Storage Devices,Wednesday,April,Q2,1st sem.
717.78,2002-04-10,Wall Art,Global Corp,Germany,Europa,Robert Johnson,Home Decor,Wednesday,April,Q2,1st sem.
643.44,2002-04-10,Acoustic Piano,Pinnacle Tech,Germany,Europa,Patricia Brown,Musical Instruments,Wednesday,April,Q2,1st sem.
912.46,2002-04-10,USB Keyboard,Nebula Innovations,Nigeria,África,John Smith,Computer Accessories,Wednesday,April,Q2,1st sem.
126.82,2002-04-10,Noise Cancelling Headphones,Gadget Galaxy,China,Asia,Patricia Brown,Audio Equipment,Wednesday,April,Q2,1st sem.
450.43,2002-04-10,External Hard Drive,Innovate Unlimited,India,Asia,Joseph Taylor,Storage Devices,Wednesday,April,Q2,1st sem.
129.89,2002-04-10,Sculpture,Gadget Galaxy,Canada,América,Patricia Brown,Art,Wednesday,April,Q2,1st sem.
315.72,2002-04-10,Robot Vacuum,Gadget Galaxy,Germany,Europa,Sarah Moore,Home Appliances,Wednesday,April,Q2,1st sem.
196.48,2002-04-11,Robot Vacuum,Pinnacle Tech,Mexico,América,Sarah Moore,Home Appliances,Thursday,April,Q2,1st sem.
935.1,2002-04-11,Desktop Alpha,Infinity Solutions,France,Europa,Sarah Moore,Computers,Thursday,April,Q2,1st sem.
351.58,2002-04-12,Cat Litter Box,Pioneer Tech,South Korea,Asia,Patricia Brown,Pet Supplies,Friday,April,Q2,1st sem.
